lat,lon,elevation,slope,aspect,land_cover_type,ndvi,lst,relative_humidity,wind_speed,month
30.07279134402786,78.86230459436776,1277,16,125,10,0.6766909090909091,21.91413793103453,19.22,0.20952760979582544,7
